Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
Miller's Crossing,1990,115,7.7,66,133212,5080000,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
Home Alone,1990,103,7.7,63,549276,285760000,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
When Harry Met Sally...,1989,95,7.7,76,211594,92820000,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
Who Framed Roger Rabbit,1988,104,7.7,83,195408,156450000,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.
The Last Emperor,1987,163,7.7,76,100802,43980000,The story of the final Emperor of China.
Evil Dead II,1987,84,7.7,72,158719,5920000,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
Empire of the Sun,1987,153,7.7,62,123136,22240000,A young English boy struggles to survive under Japanese occupation of China during World War II.
Der Name der Rose,1986,130,7.7,54,106997,7150000,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.
Down by Law,1986,107,7.7,75,50818,1440000,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state."
Blue Velvet,1986,120,7.7,76,193514,8550000,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
The Purple Rose of Cairo,1985,82,7.7,75,50904,10630000,"In New Jersey in 1935, a movie character walks off the screen and into the real world."
The Goonies,1985,114,7.7,62,263004,61500000,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.
The Color Purple,1985,154,7.7,78,84716,98470000,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.
Zelig,1983,79,7.7,79,41689,11800000,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people."
The Verdict,1982,129,7.7,77,39433,54000000,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling."
Star Trek II: The Wrath of Khan,1982,113,7.7,67,118860,78910000,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
First Blood,1982,93,7.7,61,244329,47210000,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
Airplane!,1980,88,7.7,78,231400,83400000,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.
Halloween,1978,91,7.7,87,263825,47000000,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
Nashville,1975,160,7.7,96,25835,14820000,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention."
The Taking of Pelham One Two Three,1974,104,7.7,68,29950,2490000,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?"
Blazing Saddles,1974,93,7.7,73,135425,119500000,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary."
Serpico,1973,130,7.7,87,119775,29800000,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.
La planète sauvage,1973,72,7.7,73,29776,190000,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders."
Deliverance,1972,109,7.7,80,105986,7060000,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country."
The French Connection,1971,104,7.7,94,119614,15630000,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal."
Dirty Harry,1971,102,7.7,87,152592,35900000,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath."
The Odd Couple,1968,105,7.7,86,34322,44530000,"A New Yorker newly separated from his wife moves in with his best friend, a divorced sportswriter, but their ideas of housekeeping and lifestyles are as different as night and day."
Wait Until Dark,1967,108,7.7,81,30052,17550000,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.
The Dirty Dozen,1967,150,7.7,73,71520,45300000,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers."
Belle de jour,1967,100,7.7,79,43489,30000,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
A Man for All Seasons,1966,120,7.7,72,34006,28350000,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry."
Goldfinger,1964,110,7.7,87,185772,51080000,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
The Birds,1963,119,7.7,90,183978,11400000,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
The Longest Day,1962,178,7.7,75,54925,39100000,"The events of D-Day, told on a grand scale from both the Allied and German points of view."
The Magnificent Seven,1960,128,7.7,74,93311,4910000,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.
À bout de souffle,1960,90,7.7,79,79235,340000,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy."
The Caine Mutiny,1954,124,7.7,63,27231,21750000,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny."
The Quiet Man,1952,129,7.7,85,37782,10550000,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union."
The African Queen,1951,105,7.7,91,77415,540000,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship."
Fantasia,1940,125,7.7,96,94037,76410000,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred."
Searching,2018,102,7.6,71,157801,26020000,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
Once Upon a Time in... Hollywood,2019,161,7.6,83,675749,142500000,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
Guardians of the Galaxy Vol. 2,2017,136,7.6,67,641217,389810000,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego."
Baby Driver,2017,113,7.6,86,504364,107830000,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
Bridge of Spies,2015,142,7.6,81,304885,72310000,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
Incredibles 2,2018,118,7.6,80,281318,608580000,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.
Moana,2016,107,7.6,81,315403,248760000,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
Creed,2015,133,7.6,82,265314,109770000,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
Leviafan,2014,140,7.6,92,52619,1090000,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family."
Hell or High Water,2016,102,7.6,88,222969,26860000,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.
Philomena,2013,98,7.6,77,98812,37710000,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
Dawn of the Planet of the Apes,2014,130,7.6,79,431126,208550000,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.
Serbuan maut,2011,101,7.6,73,200663,4110000,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
End of Watch,2012,109,7.6,68,242179,41000000,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
127 Hours,2010,94,7.6,82,368826,18340000,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive."
A Star Is Born,2018,136,7.6,88,369722,215290000,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
True Grit,2010,110,7.6,80,331781,171240000,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
Despicable Me,2010,95,7.6,72,529508,251510000,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
Rise of the Planet of the Apes,2011,105,7.6,68,516942,176760000,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.
50/50,2011,100,7.6,72,326150,35010000,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease."
Kick-Ass,2010,117,7.6,66,549849,48070000,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
Moneyball,2011,133,7.6,87,406714,75610000,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
La piel que habito,2011,120,7.6,70,149091,3190000,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
Zombieland,2009,88,7.6,73,556188,75590000,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America."
Sherlock Holmes,2009,128,7.6,57,616156,209030000,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.
The Reader,2008,124,7.6,58,240302,34190000,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial."
The Blind Side,2009,129,7.6,53,319725,255960000,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
Gake no ue no Ponyo,2008,101,7.6,86,138094,15090000,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
Superbad,2007,113,7.6,76,558131,121460000,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
Seven Pounds,2008,123,7.6,36,298470,69950000,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
Eastern Promises,2007,100,7.6,82,238704,17110000,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.
Stardust,2007,127,7.6,66,268000,38630000,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
United 93,2006,111,7.6,90,105117,31570000,"A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot."
Inside Man,2006,129,7.6,76,363557,88510000,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
Gone Baby Gone,2007,114,7.6,72,267675,20300000,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
The Illusionist,2006,110,7.6,68,367328,39870000,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing."
Kung Fu Panda,2008,92,7.6,74,451448,215430000,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
Harry Potter and the Half-Blood Prince,2009,153,7.6,78,522325,301960000,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past."
300,2006,117,7.6,52,794830,210610000,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
Match Point,2005,124,7.6,72,215093,23090000,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law."
Lord of War,2005,122,7.6,62,308713,24150000,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.
Saw,2004,103,7.6,46,407495,56000000,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
Mysterious Skin,2004,105,7.6,73,68574,700000,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth."
Un long dimanche de fiançailles,2004,133,7.6,76,73286,6170000,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One."
The Station Agent,2003,89,7.6,81,69874,5740000,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss."
Love Actually,2003,135,7.6,55,472599,59700000,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England."
25th Hour,2002,135,7.6,68,176763,13060000,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term."
I Am Sam,2001,132,7.6,28,148638,40310000,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.
The Royal Tenenbaums,2001,110,7.6,76,285507,52360000,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
Harry Potter and the Sorcerer's Stone,2001,152,7.6,65,744400,317580000,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
The Others,2001,101,7.6,74,357149,96520000,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
Traffic,2000,147,7.6,86,204804,124120000,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
American Psycho,2000,102,7.6,64,554634,15070000,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
Rushmore,1998,93,7.6,86,181698,17110000,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta."
Star Wars: Episode III - Revenge of the Sith,2005,140,7.6,68,757333,380260000,"Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy."
The Thin Red Line,1998,170,7.6,78,184347,36400000,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
Mulan,1998,88,7.6,71,277201,120620000,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
Le dîner de cons,1998,80,7.6,73,40902,4070000,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise."
Dark City,1998,100,7.6,66,196890,14380000,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
Die Hard: With a Vengeance,1995,128,7.6,58,380625,100010000,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
The Bridges of Madison County,1995,135,7.6,69,79354,71520000,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
Trois couleurs: Blanc,1994,92,7.6,88,71591,1460000,"After his wife divorces him, a Polish immigrant plots to get even with her."
Falling Down,1993,113,7.6,56,184747,40900000,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
Dazed and Confused,1993,102,7.6,78,178312,7990000,The adventures of high school and junior high students on the last day of school in May 1976.
My Cousin Vinny,1992,120,7.6,68,120228,52930000,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
Barton Fink,1991,116,7.6,69,119269,6150000,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
The Godfather: Part III,1990,162,7.6,60,384426,66670000,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire."
The Little Mermaid,1989,83,7.6,88,253712,111540000,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.
The Naked Gun: From the Files of Police Squad!,1988,85,7.6,76,164589,78760000,Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.
RoboCop,1987,102,7.6,67,250491,53420000,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
Lethal Weapon,1987,109,7.6,68,252359,65209999,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
The Fly,1986,96,7.6,79,174557,40460000,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
After Hours,1985,97,7.6,90,67108,10600000,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.
Mad Max 2,1981,96,7.6,77,176378,12470000,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
Close Encounters of the Third Kind,1977,138,7.6,90,196878,132090000,"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches."
Enter the Dragon,1973,102,7.6,83,102713,25000000,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.
The Jungle Book,1967,78,7.6,65,177311,141840000,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
Peeping Tom,1960,101,7.6,79,34484,80000,"A young man murders women, using a movie camera to film their dying expressions of terror."
Les yeux sans visage,1960,90,7.6,90,30733,50000,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.
From Here to Eternity,1953,118,7.6,85,46214,30500000,"At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair."
Snow White and the Seven Dwarfs,1937,83,7.6,95,194055,184930000,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
Taylor Swift: The Eras Tour,2023,169,8.2,83,17000,261600000,"Designed as a tribute to Swift's discography across her 17-year career, the Eras Tour covers all styles of music from her 10 studio albums, ranging from country and pop to folk and alternative rock genres."
